"TF-Condition-#","Start Position","End Position","MACE S/N","Closest gene","Operon"
"H-NS-expo-29","294555","294589","1.47","yagM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026587&organism=ECK12&type=All#OPERON"" target=""_blank"">yagL,yagM</a>"
"H-NS-expo-30","294725","294758","1.03","yagM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026587&organism=ECK12&type=All#OPERON"" target=""_blank"">yagL,yagM</a>"
"H-NS-expo-31","311065","311094","1.14","ecpR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026595&organism=ECK12&type=All#OPERON"" target=""_blank"">ecpR,ecpA</a>"
"H-NS-expo-32","311314","311337","1.1","ecpR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026595&organism=ECK12&type=All#OPERON"" target=""_blank"">ecpR</a>"
"H-NS-expo-33","311478","311522","1.15","ecpR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026595&organism=ECK12&type=All#OPERON"" target=""_blank"">ecpR</a>"
"H-NS-expo-34","313190","313209","1.07","ykgR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026596&organism=ECK12&type=All#OPERON"" target=""_blank"">ykgO,ykgR,ykgM</a>"
"H-NS-expo-35","314038","314066","1.63","ykgP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026597&organism=ECK12&type=All#OPERON"" target=""_blank"">eaeH</a>,insE1,insF1,ykgP"
"H-NS-expo-36","314259","314283","2.43","eaeH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026597&organism=ECK12&type=All#OPERON"" target=""_blank"">eaeH</a>,insE1,insF1,ykgP"
"H-NS-expo-37","318366","318405","1.31","rclB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026599&organism=ECK12&type=All#OPERON"" target=""_blank"">rclB,rclC</a>"
"H-NS-expo-38","318481","318521","1.66","rclB","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026599&organism=ECK12&type=All#OPERON"" target=""_blank"">rclB,rclC</a>"
"H-NS-expo-39","321275","321364","1.02","ykgE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026601&organism=ECK12&type=All#OPERON"" target=""_blank"">ykgE,ykgF,ykgG</a>"
"H-NS-expo-40","321296","321341","1.05","ykgE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026601&organism=ECK12&type=All#OPERON"" target=""_blank"">ykgE,ykgF,ykgG</a>"
"H-NS-expo-41","324780","324787","1.03","ykgH",""
"H-NS-expo-42","325109","325132","1.11","ykgH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026602&organism=ECK12&type=All#OPERON"" target=""_blank"">ykgH</a>"
"H-NS-expo-43","325208","325241","0.98","ykgH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026602&organism=ECK12&type=All#OPERON"" target=""_blank"">ykgH</a>"
"H-NS-expo-44","331784","331795","1.93","yahA",""
"H-NS-expo-45","331973","331999","1.24","yahA","yahA"
"H-NS-expo-46","332002","332033","1.15","yahA","yahA"
"H-NS-expo-47","344034","344112","1.24","yahL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026609&organism=ECK12&type=All#OPERON"" target=""_blank"">yahL</a>"
"H-NS-expo-48","344064","344090","1.31","yahL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026609&organism=ECK12&type=All#OPERON"" target=""_blank"">yahL</a>"
"H-NS-expo-49","344223","344224","1.24","yahL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026609&organism=ECK12&type=All#OPERON"" target=""_blank"">yahL</a>"
"H-NS-expo-50","384559","384603","1","yaiS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010958&organism=ECK12&type=All#OPERON"" target=""_blank"">yaiS</a>"
"H-NS-expo-51","384715","384739","1.6","yaiS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010958&organism=ECK12&type=All#OPERON"" target=""_blank"">yaiS</a>"
"H-NS-expo-52","384874","384900","2.21","yaiS","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009736&organism=ECK12&type=All#OPERON"" target=""_blank"">tauB,tauC,tauA,tauD</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010958&organism=ECK12&type=All#OPERON"" target=""_blank"">yaiS</a>"
"H-NS-expo-53","384965","385000","1.66","tauA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009736&organism=ECK12&type=All#OPERON"" target=""_blank"">tauB,tauC,tauA,tauD</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010958&organism=ECK12&type=All#OPERON"" target=""_blank"">yaiS</a>"
"H-NS-expo-54","385139","385188","1.51","tauA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009736&organism=ECK12&type=All#OPERON"" target=""_blank"">tauB,tauA,tauC,tauD</a>"
"H-NS-expo-55","389967","389983","1.57","hemB","yaiT_1,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026621&organism=ECK12&type=All#OPERON"" target=""_blank"">hemB</a>"
"H-NS-expo-56","390049","390063","2.73","yaiT_1","yaiT_1,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026621&organism=ECK12&type=All#OPERON"" target=""_blank"">hemB</a>"
"H-NS-expo-57","390143","390164","2.25","yaiT_1","yaiT_1,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026621&organism=ECK12&type=All#OPERON"" target=""_blank"">hemB</a>"
"H-NS-expo-58","452015","452027","1.2","cyoA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009294&organism=ECK12&type=All#OPERON"" target=""_blank"">cyoD,cyoE,cyoB,cyoA,cyoC</a>"
"H-NS-expo-59","522916","522946","2.09","rhsD","rhsH,rhsD,ybbC"
"H-NS-expo-60","523044","523080","1.6","rhsD","rhsH,rhsD,ybbC"
"H-NS-expo-61","523078","523116","1.46","rhsD","rhsH,rhsD,ybbC"
"H-NS-expo-62","527346","527388","1.37","rhsD","rhsH,rhsD,ybbC"
"H-NS-expo-63","527477","527488","1.78","rhsD","rhsH,rhsD,ybbC"
"H-NS-expo-64","527584","527607","1.97","ybbC","rhsH,ybbC"
"H-NS-expo-65","527641","527667","1.98","ybbC","rhsH,ybbC"
"H-NS-expo-66","527723","527747","2.19","ybbC","rhsH,ybbC"
"H-NS-expo-67","527895","527920","1.21","ybbC","rhsH,ybbC"
"H-NS-expo-68","528363","528386","1.21","rhsH","rhsH,ybbD"
"H-NS-expo-69","528478","528496","1.25","rhsH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026670&organism=ECK12&type=All#OPERON"" target=""_blank"">ybbD</a>"
"H-NS-expo-70","528625","528634","2.68","rhsH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026670&organism=ECK12&type=All#OPERON"" target=""_blank"">ybbD</a>"
"H-NS-expo-71","528710","528719","2.13","ybbD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026670&organism=ECK12&type=All#OPERON"" target=""_blank"">ybbD</a>"
"H-NS-expo-72","528815","528855","2.28","ybbD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026670&organism=ECK12&type=All#OPERON"" target=""_blank"">ybbD</a>"
"H-NS-expo-73","528988","529033","1.45","ybbD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026670&organism=ECK12&type=All#OPERON"" target=""_blank"">ybbD</a>"
"H-NS-expo-74","529056","529103","1.24","ybbD","ylbI,ybbD"
"H-NS-expo-75","529193","529232","1.35","ylbI","ylbI"
"H-NS-expo-76","529347","529388","1.23","ylbI","ylbI"
"H-NS-expo-77","537695","537718","1.16","ybbW","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015331&organism=ECK12&type=All#OPERON"" target=""_blank"">glxK,allB,ybbW,ybbY</a>"
"H-NS-expo-78","557980","558011","1.75","sfmA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026676&organism=ECK12&type=All#OPERON"" target=""_blank"">sfmA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026675&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcJ,folD</a>"
"H-NS-expo-79","558047","558096","1.67","sfmA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026676&organism=ECK12&type=All#OPERON"" target=""_blank"">sfmA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026675&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcJ,folD</a>"
"H-NS-expo-80","558228","558261","1.24","sfmA","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026676&organism=ECK12&type=All#OPERON"" target=""_blank"">sfmA</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026675&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcJ,folD</a>"
"H-NS-expo-81","558827","558851","1.02","sfmC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026677&organism=ECK12&type=All#OPERON"" target=""_blank"">sfmC,sfmD</a>"
"H-NS-expo-82","558946","558968","1.49","sfmC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026677&organism=ECK12&type=All#OPERON"" target=""_blank"">sfmC,sfmD</a>"
"H-NS-expo-83","562650","562692","1.12","sfmH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026678&organism=ECK12&type=All#OPERON"" target=""_blank"">sfmF,sfmH</a>"
"H-NS-expo-84","562658","562719","1.12","sfmH","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026678&organism=ECK12&type=All#OPERON"" target=""_blank"">sfmF,sfmH</a>"
"H-NS-expo-85","563986","564010","1.11","sfmZ","sfmZ"
"H-NS-expo-86","568518","568549","1.4","emrE","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120030781&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcK,emrE</a>"
"H-NS-expo-87","568675","568708","2.34","ybcK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026683&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcK</a>"
"H-NS-expo-88","568862","568913","2.23","ybcK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026683&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcK</a>"
"H-NS-expo-89","569085","569134","1.25","ybcK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026683&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcK</a>"
"H-NS-expo-90","569182","569212","1.33","ybcK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026683&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcK</a>"
"H-NS-expo-91","569335","569375","0.82","ybcK","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026683&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcK</a>"
"H-NS-expo-92","569689","569712","1.25","ybcK",""
"H-NS-expo-93","569762","569789","1.37","ybcK",""
"H-NS-expo-94","569840","569872","1.28","ybcK",""
"H-NS-expo-95","569987","570015","1.98","ybcK",""
"H-NS-expo-96","570142","570151","2.22","ybcK",""
"H-NS-expo-97","570257","570299","2.15","ybcK",""
"H-NS-expo-98","570596","570625","1.91","ybcL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026684&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcL,ybcM</a>"
"H-NS-expo-99","570801","570836","1.51","ybcL","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026684&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcL,ybcM</a>"
"H-NS-expo-100","571507","571514","1.05","ybcM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026684&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcM</a>"
"H-NS-expo-101","571670","571711","1.22","ybcM","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026684&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcM</a>"
"H-NS-expo-102","576916","576942","1.69","nmpC_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016725&organism=ECK12&type=All#OPERON"" target=""_blank"">rrrD,essD,rzpD</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009749&organism=ECK12&type=All#OPERON"" target=""_blank"">nmpC_1,nmpC</a>"
"H-NS-expo-103","576995","577004","2.04","nmpC_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016725&organism=ECK12&type=All#OPERON"" target=""_blank"">rrrD,essD,rzpD</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009749&organism=ECK12&type=All#OPERON"" target=""_blank"">nmpC_1,nmpC</a>"
"H-NS-expo-104","577069","577096","1.3","nmpC_1","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120016725&organism=ECK12&type=All#OPERON"" target=""_blank"">rrrD,essD,rzpD</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009749&organism=ECK12&type=All#OPERON"" target=""_blank"">nmpC_1,nmpC</a>"
"H-NS-expo-105","579029","579059","1.16","borD","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015485&organism=ECK12&type=All#OPERON"" target=""_blank"">borD</a>"
"H-NS-expo-106","579378","579403","1.16","ybcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026689&organism=ECK12&type=All#OPERON"" target=""_blank"">borD,ybcV</a>"
"H-NS-expo-107","579432","579465","1.35","ybcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026690&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcW</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026689&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcV</a>"
"H-NS-expo-108","579515","579523","1.51","ybcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026690&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcW</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026689&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcV</a>"
"H-NS-expo-109","579637","579668","1.1","ybcV","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026690&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcW</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026689&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcV</a>"
"H-NS-expo-110","583296","583302","3.24","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020501&organism=ECK12&type=All#OPERON"" target=""_blank"">ybcY,ybcY_2</a>"
"H-NS-expo-111","583399","583428","3.22","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-112","583490","583520","2.42","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-113","583511","583549","1.89","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-114","583616","583643","3.44","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-115","583856","583890","3.01","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-116","584006","584037","2.6","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-117","584103","584135","3.65","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-118","584134","584160","4.24","appY","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020533&organism=ECK12&type=All#OPERON"" target=""_blank"">appY</a>"
"H-NS-expo-119","584299","584314","4.71","appY",""
"H-NS-expo-120","584391","584420","4.07","appY",""
"H-NS-expo-121","584479","584487","2.27","ybcY_1",""
"H-NS-expo-122","584633","584666","1.9","ybcY_1",""
"H-NS-expo-123","584735","584743","1.07","ompT",""
"H-NS-expo-124","636680","636709","1.03","ybdN","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026702&organism=ECK12&type=All#OPERON"" target=""_blank"">ybdN</a>"
"H-NS-expo-125","636824","636858","1.44","ybdO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026702&organism=ECK12&type=All#OPERON"" target=""_blank"">ybdN</a>"
"H-NS-expo-126","636856","636889","1.65","ybdO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026702&organism=ECK12&type=All#OPERON"" target=""_blank"">ybdN</a>"
"H-NS-expo-127","637434","637460","1.12","ybdO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026703&organism=ECK12&type=All#OPERON"" target=""_blank"">ybdO</a>"
"H-NS-expo-128","637537","637553","1.69","ybdO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026703&organism=ECK12&type=All#OPERON"" target=""_blank"">ybdO</a>"
"H-NS-expo-129","637679","637712","1.03","ybdO","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026703&organism=ECK12&type=All#OPERON"" target=""_blank"">ybdO</a>"
"H-NS-expo-130","651868","651900","1.52","citC","citA,citB,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026707&organism=ECK12&type=All#OPERON"" target=""_blank"">citG,citD,citC,citX,citE,citF</a>"
"H-NS-expo-131","651977","651983","1.72","citC","citA,citB,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026707&organism=ECK12&type=All#OPERON"" target=""_blank"">citG,citD,citC,citX,citE,citF</a>"
"H-NS-expo-132","652086","652111","1.67","citA","citA,citB,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026707&organism=ECK12&type=All#OPERON"" target=""_blank"">citG,citD,citC,citX,citE,citF</a>"
"H-NS-expo-133","652280","652306","1.31","citA","citA,citB,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026707&organism=ECK12&type=All#OPERON"" target=""_blank"">citG,citD,citC,citX,citE,citF</a>"
"H-NS-expo-134","656121","656143","2.15","dcuC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015338&organism=ECK12&type=All#OPERON"" target=""_blank"">pagP</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010895&organism=ECK12&type=All#OPERON"" target=""_blank"">dcuC</a>"
"H-NS-expo-135","656129","656140","2.11","dcuC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015338&organism=ECK12&type=All#OPERON"" target=""_blank"">pagP</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010895&organism=ECK12&type=All#OPERON"" target=""_blank"">dcuC</a>"
"H-NS-expo-136","656294","656306","3.24","pagP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015338&organism=ECK12&type=All#OPERON"" target=""_blank"">pagP</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120010895&organism=ECK12&type=All#OPERON"" target=""_blank"">dcuC</a>"
"H-NS-expo-137","656479","656513","1.19","pagP","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120015338&organism=ECK12&type=All#OPERON"" target=""_blank"">pagP</a>"
"H-NS-expo-138","661466","661477","1.66","ybeF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026713&organism=ECK12&type=All#OPERON"" target=""_blank"">ybeF</a>"
"H-NS-expo-139","676736","676766","1.08","ybeR","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026719&organism=ECK12&type=All#OPERON"" target=""_blank"">ybeR,djlB</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020505&organism=ECK12&type=All#OPERON"" target=""_blank"">ybeQ</a>"
"H-NS-expo-140","679531","679563","1.06","ybeU","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026720&organism=ECK12&type=All#OPERON"" target=""_blank"">djlC,ybeU</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020506&organism=ECK12&type=All#OPERON"" target=""_blank"">ybeT</a>"
"H-NS-expo-141","679587","679617","1.15","ybeU","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026720&organism=ECK12&type=All#OPERON"" target=""_blank"">djlC,ybeU</a>,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120020506&organism=ECK12&type=All#OPERON"" target=""_blank"">ybeT</a>"
"H-NS-expo-142","720790","720824","1.61","ybfK","ybfK,<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009548&organism=ECK12&type=All#OPERON"" target=""_blank"">potE,speF</a>"
"H-NS-expo-143","720845","720873","1.67","speF","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120009548&organism=ECK12&type=All#OPERON"" target=""_blank"">potE,speF</a>"
"H-NS-expo-144","721009","721036","1.29","speF",""
"H-NS-expo-145","721017","721057","1.03","kdpE",""
"H-NS-expo-146","733593","733627","1.22","rhsC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026734&organism=ECK12&type=All#OPERON"" target=""_blank"">rhsC,ybfB</a>"
"H-NS-expo-147","733796","733834","3.35","ybfB","rhsO,ybfC,ybfB"
"H-NS-expo-148","733895","733921","2.78","ybfB","rhsO,ybfC,ybfB"
"H-NS-expo-149","733969","733996","2.53","ybfB","rhsO,ybfC,ybfB"
"H-NS-expo-150","735706","735742","1.17","ybfC","<a href=""http://regulondb.ccg.unam.mx/search?term=ECK120026735&organism=ECK12&type=All#OPERON"" target=""_blank"">ybfC</a>"
